id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_274,2016-04-29,20:39:57,,,4,403195,1,1,7,9,5,2,4,3,13,11,,"2,3",1,1.807
SI_274,2016-04-29,20:40:10,,,4,417166,2,2,7,7,1,12,15,13,10,5,,"1,4",1,3.071
SI_274,2016-04-29,20:40:23,,,4,429522,3,3,7,3,4,10,5,16,1,12,,"4,2",1,1.467
SI_274,2016-04-29,20:40:36,,,4,446574,4,4,7,2,9,1,16,10,5,14,,"16,4",1,6.158
SI_274,2016-04-29,20:40:53,,,4,462269,5,5,7,14,8,3,16,12,2,4,,"16,4",0,4.808
SI_274,2016-04-29,20:41:09,,,4,476888,6,6,7,1,11,13,16,3,4,12,,"11,2",1,3.754
SI_274,2016-04-29,20:41:23,,,4,489458,7,7,7,8,15,9,14,10,3,16,,"12,3",1,1.683
SI_274,2016-04-29,20:41:36,,,4,502131,8,8,7,6,10,3,9,5,2,11,,"1,4",1,1.771
SI_274,2016-04-29,20:41:48,,,4,514753,9,9,7,15,3,8,16,5,2,4,,"2,6",0,1.734
SI_274,2016-04-29,20:42:01,,,4,527887,10,10,7,4,11,16,3,8,6,7,,"6,6",1,2.234
