id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_286,2016-05-04,10:40:11,,,3,307482,1,1,7,4,14,12,11,10,5,13,,"7,4",1,1.486
SI_286,2016-05-04,10:40:23,,,3,320679,2,2,7,1,3,15,5,7,16,8,,"12,6",1,2.348
SI_286,2016-05-04,10:40:37,,,3,333068,3,3,7,7,8,16,9,13,3,6,,"7,7",1,1.534
SI_286,2016-05-04,10:40:49,,,3,346677,4,4,7,13,1,2,12,4,16,7,,"3,2",0,2.752
SI_286,2016-05-04,10:41:03,,,3,359237,5,5,7,13,3,8,11,4,14,10,,"16,2",1,1.706
SI_286,2016-05-04,10:41:15,,,3,372450,6,6,7,15,14,6,3,1,4,7,,"14,2",0,2.365
SI_286,2016-05-04,10:41:28,,,3,384578,7,7,7,8,9,1,13,3,12,11,,"3,3",0,1.271
SI_286,2016-05-04,10:41:41,,,3,397056,8,8,7,8,16,13,3,9,6,4,,"13,1",0,1.627
SI_286,2016-05-04,10:41:53,,,3,411729,9,9,7,8,1,12,10,5,14,9,,"8,1",0,3.829
SI_286,2016-05-04,10:42:08,,,3,427545,10,10,7,10,6,11,2,13,1,7,,"12,1",1,4.952
