id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_265,2016-03-09,11:32:40,,,1,18228,1,1,7,15,7,5,9,10,2,14,,"4,5",1,1.723
SI_265,2016-03-09,11:32:53,,,1,30574,2,2,7,3,9,5,16,11,13,4,,"3,1",1,1.492
SI_265,2016-03-09,11:33:05,,,1,43757,3,3,7,8,1,2,5,7,13,3,,"4,5",1,2.332
SI_265,2016-03-09,11:33:18,,,1,56890,4,4,7,1,15,8,11,7,13,16,,"1,1",1,2.277
SI_265,2016-03-09,11:33:32,,,1,70590,5,5,7,1,13,10,12,5,7,3,,"2,4",1,2.853
SI_265,2016-03-09,11:33:45,,,1,83274,6,6,7,4,6,9,3,8,11,14,,"6,2",1,1.835
SI_265,2016-03-09,11:33:58,,,1,96790,7,7,7,6,2,8,10,11,16,5,,"8,3",1,2.666
SI_265,2016-03-09,11:34:11,,,1,109141,8,8,7,9,1,6,12,16,11,2,,"6,3",1,1.507
SI_265,2016-03-09,11:34:24,,,1,122591,9,9,7,7,9,5,6,3,11,8,,"4,7",1,2.605
SI_265,2016-03-09,11:34:37,,,1,137590,10,10,7,8,7,4,15,13,10,2,,"2,7",1,4.156
