id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_282,2016-04-09,14:35:22,,,1,18060,1,1,7,14,6,13,3,7,2,15,,"7,5",1,1.526
SI_282,2016-04-09,14:35:34,,,1,31270,2,2,7,5,16,10,11,15,2,13,,"9,3",1,2.353
SI_282,2016-04-09,14:35:47,,,1,43635,3,3,7,13,1,4,15,12,6,14,,"14,7",1,1.512
SI_282,2016-04-09,14:36:00,,,1,56300,4,4,7,4,5,7,13,9,16,1,,"5,2",0,1.804
SI_282,2016-04-09,14:36:12,,,1,68192,5,5,7,1,13,12,4,6,3,11,,"12,1",0,1.036
SI_282,2016-04-09,14:36:24,,,1,80855,6,6,7,12,10,8,13,15,3,16,,"16,7",0,1.806
SI_282,2016-04-09,14:36:37,,,1,92881,7,7,7,10,6,11,3,8,14,12,,"14,2",1,1.163
SI_282,2016-04-09,14:36:49,,,1,105214,8,8,7,12,16,15,6,5,9,1,,"6,4",1,1.473
SI_282,2016-04-09,14:37:01,,,1,117490,9,9,7,15,9,11,5,6,2,13,,"3,7",1,1.423
SI_282,2016-04-09,14:37:14,,,1,130364,10,10,7,11,3,8,6,10,1,15,,"3,2",1,2.01
