id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_279,2016-05-08,20:27:07,,,1,18150,1,1,7,16,7,14,6,15,5,1,,"15,5",1,1.637
SI_279,2016-05-08,20:27:20,,,1,30263,2,2,7,14,15,7,16,5,2,3,,"14,1",1,1.257
SI_279,2016-05-08,20:27:32,,,1,42799,3,3,7,10,5,14,4,16,9,2,,"2,6",1,1.681
SI_279,2016-05-08,20:27:44,,,1,55653,4,4,7,3,13,9,16,2,14,4,,"3,1",1,1.996
SI_279,2016-05-08,20:27:57,,,1,67801,5,5,7,14,2,10,16,11,3,13,,"14,1",1,1.296
SI_279,2016-05-08,20:28:09,,,1,79761,6,6,7,16,10,8,1,6,14,3,,"3,7",1,1.11
SI_279,2016-05-08,20:28:21,,,1,91948,7,7,7,12,14,3,10,7,16,1,,"11,1",1,1.334
SI_279,2016-05-08,20:28:34,,,1,104709,8,8,7,4,6,11,13,15,9,1,,"9,4",1,1.913
SI_279,2016-05-08,20:28:46,,,1,116496,9,9,7,11,12,4,15,2,10,14,,"10,6",1,0.942
SI_279,2016-05-08,20:28:58,,,1,128231,10,10,7,15,4,9,8,6,12,5,,"5,7",1,0.89
