id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_153,2015-06-16,23:13:22,1434489202437,5,576085,1,1,7,8,4,6,3,1,15,16,,"10,2",1,2.034
SI_153,2015-06-16,23:13:35,1434489202437,5,588780,2,2,7,13,15,4,11,8,10,16,,"3,2",1,1.862
SI_153,2015-06-16,23:13:48,1434489202437,5,602395,3,3,7,4,11,2,14,6,12,10,,"9,3",1,2.776
SI_153,2015-06-16,23:14:01,1434489202437,5,614709,4,4,7,9,10,2,16,3,8,5,,"9,1",1,1.473
SI_153,2015-06-16,23:14:13,1434489202437,5,629402,5,5,7,1,10,5,8,3,14,4,,"2,3",0,3.858
SI_153,2015-06-16,23:14:28,1434489202437,5,641892,6,6,7,15,7,12,16,9,1,2,,"2,7",1,1.65
SI_153,2015-06-16,23:14:41,1434489202437,5,655769,7,7,7,11,15,16,6,3,10,4,,"8,1",1,3.042
SI_153,2015-06-16,23:14:55,1434489202437,5,673241,8,8,7,10,2,6,12,14,9,15,,"14,5",0,6.634
SI_153,2015-06-16,23:15:12,1434489202437,5,687731,9,9,7,12,4,13,14,7,6,5,,"12,1",0,3.652
SI_153,2015-06-16,23:15:26,1434489202437,5,700338,10,10,7,16,10,14,13,12,11,2,,"14,3",1,1.771
