id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_266,2016-03-09,15:15:00,,,3,275799,1,1,7,3,1,14,12,16,7,11,,"16,5",1,2.483
SI_266,2016-03-09,15:15:14,,,3,288359,2,2,7,8,14,12,7,9,15,16,,"15,1",1,1.564
SI_266,2016-03-09,15:15:26,,,3,301552,3,3,7,1,3,5,15,13,2,11,,"5,5",0,2.203
SI_266,2016-03-09,15:15:39,,,3,314203,4,4,7,4,13,12,7,2,8,10,,"2,7",1,1.683
SI_266,2016-03-09,15:15:52,,,3,326687,5,5,7,16,15,9,3,14,6,8,,"15,2",0,1.503
SI_266,2016-03-09,15:16:05,,,3,339982,6,6,7,11,12,6,7,4,5,10,,"9,1",1,2.298
SI_266,2016-03-09,15:16:18,,,3,352553,7,7,7,2,7,13,3,11,9,10,,"4,5",1,1.592
SI_266,2016-03-09,15:16:30,,,3,365157,8,8,7,12,11,7,3,6,4,16,,"5,5",1,1.597
SI_266,2016-03-09,15:16:43,,,3,377471,9,9,7,13,6,15,1,9,7,4,,"1,4",0,1.351
SI_266,2016-03-09,15:16:55,,,3,389897,10,10,7,12,8,1,14,6,16,5,,"4,5",1,1.45
