id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_451,2016-03-07,22:11:36,,,5,746966,1,1,7,5,13,4,8,15,10,11,,"12,6",0,2.226
SI_451,2016-03-07,22:11:49,,,5,759506,2,2,7,6,10,9,12,15,11,5,,"9,3",1,1.685
SI_451,2016-03-07,22:12:02,,,5,771647,3,3,7,7,8,16,1,11,9,10,,"9,6",1,1.301
SI_451,2016-03-07,22:12:14,,,5,783929,4,4,7,1,13,6,16,12,7,10,,"2,3",1,1.439
SI_451,2016-03-07,22:12:26,,,5,796012,5,5,7,7,5,13,10,2,6,16,,"3,3",1,1.238
SI_451,2016-03-07,22:12:38,,,5,808103,6,6,7,15,8,3,16,4,14,11,,"4,2",0,1.255
SI_451,2016-03-07,22:12:50,,,5,821713,7,7,7,10,2,8,7,12,14,13,,"10,6",0,2.752
SI_451,2016-03-07,22:13:04,,,5,833929,8,8,7,8,3,12,15,11,16,1,,"11,5",1,1.37
SI_451,2016-03-07,22:13:16,,,5,845697,9,9,7,1,2,7,4,6,8,16,,"14,7",1,0.924
SI_451,2016-03-07,22:13:28,,,5,857912,10,10,7,15,7,16,8,3,5,1,,"1,4",0,1.37
