id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_297,2016-04-25,05:43:48,,,2,159743,1,1,7,4,15,9,14,13,2,1,,"3,4",1,2.082
SI_297,2016-04-25,05:44:01,,,2,171770,2,2,7,2,9,6,12,3,14,1,,"12,4",1,1.163
SI_297,2016-04-25,05:44:13,,,2,185066,3,3,7,4,3,9,15,10,5,13,,"4,6",1,2.442
SI_297,2016-04-25,05:44:26,,,2,197944,4,4,7,7,5,8,15,2,13,4,,"3,2",1,2.023
SI_297,2016-04-25,05:44:39,,,2,214972,5,5,7,8,12,6,15,3,2,11,,"3,5",0,6.165
SI_297,2016-04-25,05:44:56,,,2,227436,6,6,7,8,13,9,12,10,5,3,,"5,3",1,1.612
SI_297,2016-04-25,05:45:08,,,2,239622,7,7,7,4,16,8,14,10,9,7,,"14,4",1,1.334
SI_297,2016-04-25,05:45:20,,,2,255058,8,8,7,9,15,12,7,10,8,4,,"9,5",1,4.582
SI_297,2016-04-25,05:45:36,,,2,267133,9,9,7,2,6,10,11,8,12,15,,"8,5",1,1.225
SI_297,2016-04-25,05:45:48,,,2,290237,10,10,7,9,13,15,5,7,4,16,,"12,7",0,12.247
