id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_276,2016-03-23,16:01:33,,,5,546646,1,1,7,13,6,5,16,2,7,3,,"9,7",1,1.227
SI_276,2016-03-23,16:01:45,,,5,558887,2,2,7,2,11,8,13,6,3,14,,"14,7",0,1.334
SI_276,2016-03-23,16:01:57,,,5,571090,3,3,7,16,1,8,11,4,10,3,,"8,3",1,1.251
SI_276,2016-03-23,16:02:09,,,5,583257,4,4,7,2,15,7,12,16,1,6,,"16,5",0,1.246
SI_276,2016-03-23,16:02:21,,,5,595919,5,5,7,7,16,2,3,8,1,6,,"7,2",0,1.735
SI_276,2016-03-23,16:02:34,,,5,607889,6,6,7,7,2,12,1,16,3,9,,"4,3",1,1.03
SI_276,2016-03-23,16:02:46,,,5,619740,7,7,7,2,5,16,4,8,1,11,,"3,1",1,0.936
SI_276,2016-03-23,16:02:58,,,5,633163,8,8,7,11,10,5,3,4,6,15,,"7,5",0,2.525
SI_276,2016-03-23,16:03:11,,,5,645354,9,9,7,2,5,14,1,7,9,15,,"9,3",1,1.327
SI_276,2016-03-23,16:03:24,,,5,657741,10,10,7,1,16,14,9,7,12,11,,"7,5",0,1.481
