id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
Sl_164_res,2015-06-08,23:17:26,1433798246582,2,171302,1,1,7,7,5,15,1,3,12,8,,"1,4",1,2.526
Sl_164_res,2015-06-08,23:17:39,1433798246582,2,186527,2,2,7,12,3,1,10,8,13,7,,"8,5",1,4.387
Sl_164_res,2015-06-08,23:17:55,1433798246582,2,198950,3,3,7,12,2,8,9,11,16,5,,"14,1",1,1.589
Sl_164_res,2015-06-08,23:18:07,1433798246582,2,211863,4,4,7,11,5,14,2,1,12,13,,"12,4",1,2.076
Sl_164_res,2015-06-08,23:18:20,1433798246582,2,224969,5,5,7,16,6,9,5,14,13,8,,"9,3",0,2.272
Sl_164_res,2015-06-08,23:18:33,1433798246582,2,237312,6,6,7,4,8,11,15,14,1,7,,"12,6",1,1.511
Sl_164_res,2015-06-08,23:18:45,1433798246582,2,250151,7,7,7,16,13,10,11,7,3,15,,"16,1",1,2.007
Sl_164_res,2015-06-08,23:18:58,1433798246582,2,264445,8,8,7,5,15,9,1,7,14,4,,"7,5",1,3.459
Sl_164_res,2015-06-08,23:19:13,1433798246582,2,276820,9,9,7,9,14,13,2,15,3,10,,"8,6",1,1.54
Sl_164_res,2015-06-08,23:19:25,1433798246582,2,289890,10,10,7,2,14,12,3,1,4,8,,"2,1",1,2.235
