id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_433,2016-03-03,15:54:16,,,2,153682,1,1,7,5,7,11,6,14,4,13,,"13,7",1,3.062
SI_433,2016-03-03,15:54:30,,,2,167179,2,2,7,6,10,1,9,8,16,11,,"3,4",1,2.628
SI_433,2016-03-03,15:54:43,,,2,181226,3,3,7,9,7,15,5,6,11,1,,"15,3",1,3.195
SI_433,2016-03-03,15:54:57,,,2,194161,4,4,7,13,8,4,9,14,6,16,,"8,4",0,2.084
SI_433,2016-03-03,15:55:10,,,2,208379,5,5,7,15,1,6,13,9,7,11,,"10,1",0,3.367
SI_433,2016-03-03,15:55:25,,,2,220837,6,6,7,16,9,12,11,2,4,10,,"11,4",1,1.594
SI_433,2016-03-03,15:55:37,,,2,232743,7,7,7,10,9,7,12,5,16,1,,"10,1",1,1.046
SI_433,2016-03-03,15:55:49,,,2,245327,8,8,7,6,13,14,3,15,11,2,,"3,4",1,1.696
SI_433,2016-03-03,15:56:02,,,2,257806,9,9,7,6,12,5,13,2,3,8,,"9,5",1,1.612
SI_433,2016-03-03,15:56:14,,,2,271466,10,10,7,6,16,12,15,10,5,4,,"8,7",0,2.803
