id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_294,2016-04-22,14:08:10,,,1,17714,1,1,7,10,2,1,6,14,9,7,,"2,2",1,1.173
SI_294,2016-04-22,14:08:22,,,1,29660,2,2,7,3,12,10,16,5,15,9,,"12,2",1,1.092
SI_294,2016-04-22,14:08:34,,,1,42605,3,3,7,11,3,14,12,16,8,15,,"11,1",0,2.063
SI_294,2016-04-22,14:08:47,,,1,54709,4,4,7,16,13,11,7,2,10,12,,"13,2",0,1.246
SI_294,2016-04-22,14:08:59,,,1,66721,5,5,7,6,2,3,14,8,12,9,,"11,7",1,1.151
SI_294,2016-04-22,14:09:11,,,1,80918,6,6,7,3,6,13,7,2,9,4,,"9,5",1,3.351
SI_294,2016-04-22,14:09:25,,,1,92954,7,7,7,9,12,16,4,5,7,6,,"5,5",1,1.155
SI_294,2016-04-22,14:09:37,,,1,105728,8,8,7,14,3,9,1,11,2,5,,"13,2",1,1.932
SI_294,2016-04-22,14:09:50,,,1,117705,9,9,7,4,8,6,13,2,5,1,,"4,1",1,1.132
SI_294,2016-04-22,14:10:02,,,1,130022,10,10,7,14,9,2,13,11,6,15,,"16,5",1,1.469
