id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_292,2016-05-25,04:57:41,,,3,340665,1,1,7,16,6,4,12,13,9,10,,"16,4",1,1.851
SI_292,2016-05-25,04:57:54,,,3,353556,2,2,7,3,15,14,6,2,1,9,,"2,5",1,1.936
SI_292,2016-05-25,04:58:07,,,3,365957,3,3,7,5,16,12,6,9,4,8,,"5,1",0,1.461
SI_292,2016-05-25,04:58:19,,,3,378387,4,4,7,3,8,14,16,12,2,15,,"6,1",1,1.477
SI_292,2016-05-25,04:58:32,,,3,391755,5,5,7,14,16,8,13,10,12,4,,"10,2",1,2.415
SI_292,2016-05-25,04:58:45,,,3,403938,6,6,7,1,5,2,12,11,14,9,,"4,2",1,1.211
SI_292,2016-05-25,04:58:57,,,3,416848,7,7,7,15,13,12,7,14,8,4,,"11,1",1,1.958
SI_292,2016-05-25,04:59:10,,,3,429519,8,8,7,6,13,2,16,8,5,11,,"2,3",0,1.713
SI_292,2016-05-25,04:59:23,,,3,441851,9,9,7,14,10,9,7,1,6,15,,"16,3",1,1.377
SI_292,2016-05-25,04:59:35,,,3,454124,10,10,7,8,7,6,12,2,9,10,,"13,2",1,1.356
