id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_257,2016-02-29,21:46:17,,,5,605350,1,1,7,12,14,7,15,2,9,5,,"13,1",1,1.285
SI_257,2016-02-29,21:46:29,,,5,619338,2,2,7,16,13,10,9,1,12,8,,"12,6",1,3.002
SI_257,2016-02-29,21:46:43,,,5,631516,3,3,7,11,7,4,15,10,5,8,,"8,7",1,1.192
SI_257,2016-02-29,21:46:55,,,5,647846,4,4,7,15,10,2,3,9,8,11,,"11,4",1,5.348
SI_257,2016-02-29,21:47:11,,,5,659916,5,5,7,12,15,10,6,3,1,4,,"15,2",1,1.08
SI_257,2016-02-29,21:47:24,,,5,673029,6,6,7,8,11,2,7,3,9,15,,"7,2",0,2.123
SI_257,2016-02-29,21:47:37,,,5,685223,7,7,7,6,11,2,1,13,3,9,,"2,3",1,1.201
SI_257,2016-02-29,21:47:49,,,5,697293,8,8,7,6,4,2,11,12,16,1,,"16,6",1,1.073
SI_257,2016-02-29,21:48:01,,,5,709415,9,9,7,16,9,1,10,4,3,7,,"9,2",1,1.165
SI_257,2016-02-29,21:48:13,,,5,722438,10,10,7,1,2,14,10,11,13,16,,"8,2",1,2.023
