id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
Sl_216,2015-11-12,16:18:54,1447341534600,3,258597,1,1,7,16,7,6,3,8,14,5,,"14,6",1,1.063
Sl_216,2015-11-12,16:19:06,1447341534600,3,271122,2,2,7,16,14,15,11,4,8,9,,"13,6",1,1.673
Sl_216,2015-11-12,16:19:19,1447341534600,3,283818,3,3,7,14,2,4,3,7,16,5,,"2,7",1,1.842
Sl_216,2015-11-12,16:19:31,1447341534600,3,300172,4,4,7,15,3,6,11,5,14,7,,"14,4",1,5.517
Sl_216,2015-11-12,16:19:48,1447341534600,3,312489,5,5,7,6,13,3,5,12,10,7,,"10,4",0,1.472
Sl_216,2015-11-12,16:20:00,1447341534600,3,325196,6,6,7,4,9,3,16,12,6,10,,"10,7",1,1.853
Sl_216,2015-11-12,16:20:13,1447341534600,3,337943,7,7,7,8,3,5,6,12,2,4,,"6,6",1,1.896
Sl_216,2015-11-12,16:20:25,1447341534600,3,350205,8,8,7,14,9,16,4,7,2,1,,"4,4",1,1.418
Sl_216,2015-11-12,16:20:38,1447341534600,3,362122,9,9,7,15,7,2,13,9,10,3,,"10,6",1,1.073
Sl_216,2015-11-12,16:20:50,1447341534600,3,376496,10,10,7,6,12,14,15,9,1,13,,"5,5",0,3.009
