id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_276,2016-03-23,04:59:12,,,2,142902,1,1,7,7,1,2,13,12,11,16,,"16,7",1,1.426
SI_276,2016-03-23,04:59:24,,,2,157027,2,2,7,10,8,1,11,7,3,14,,"11,4",1,3.221
SI_276,2016-03-23,04:59:38,,,2,170250,3,3,7,16,1,3,15,5,8,9,,"4,3",1,2.293
SI_276,2016-03-23,04:59:52,,,2,183584,4,4,7,7,1,16,11,3,10,12,,"6,7",1,2.425
SI_276,2016-03-23,05:00:05,,,2,196846,5,5,7,3,1,2,13,11,9,4,,"5,1",1,2.349
SI_276,2016-03-23,05:00:18,,,2,209796,6,6,7,12,7,6,8,11,5,13,,"7,2",1,2.056
SI_276,2016-03-23,05:00:31,,,2,221681,7,7,7,8,1,7,16,14,15,9,,"5,2",1,0.988
SI_276,2016-03-23,05:00:43,,,2,236492,8,8,7,15,11,9,14,10,12,5,,"12,6",1,3.885
SI_276,2016-03-23,05:00:58,,,2,248471,9,9,7,11,14,15,12,6,3,9,,"14,2",1,1.059
SI_276,2016-03-23,05:01:10,,,2,260999,10,10,7,11,8,13,12,9,14,16,,"6,4",1,1.579
