id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_297,2016-04-25,14:48:03,,,5,542627,1,1,7,11,5,7,3,14,9,10,,"14,3",1,1.317
SI_297,2016-04-25,14:48:15,,,5,556638,2,2,7,5,1,14,10,4,15,11,,"14,5",1,3.151
SI_297,2016-04-25,14:48:29,,,5,571541,3,3,7,14,2,6,8,12,4,11,,"6,3",1,4.05
SI_297,2016-04-25,14:48:44,,,5,587107,4,4,7,13,2,5,14,8,6,3,,"14,4",0,4.709
SI_297,2016-04-25,14:49:00,,,5,599437,5,5,7,13,6,1,9,2,15,10,,"1,6",1,1.469
SI_297,2016-04-25,14:49:12,,,5,612850,6,6,7,10,9,16,3,1,8,11,,"9,7",1,2.558
SI_297,2016-04-25,14:49:25,,,5,626269,7,7,7,5,8,4,10,13,1,7,,"9,5",1,2.561
SI_297,2016-04-25,14:49:39,,,5,640888,8,8,7,11,13,12,1,5,2,3,,"12,3",1,3.755
SI_297,2016-04-25,14:49:53,,,5,654685,9,9,7,4,16,6,5,2,11,14,,"16,2",1,2.937
SI_297,2016-04-25,14:50:07,,,5,668600,10,10,7,11,9,12,3,10,4,8,,"4,6",1,3.063
