id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_573,2016-04-30,10:39:27,,,4,438649,1,1,7,9,14,5,16,15,13,2,,"9,1",1,1.189
SI_573,2016-04-30,10:39:39,,,4,450931,2,2,7,11,6,10,7,12,3,15,,"11,2",0,1.424
SI_573,2016-04-30,10:39:52,,,4,463355,3,3,7,13,16,4,14,3,2,7,,"4,7",1,1.566
SI_573,2016-04-30,10:40:04,,,4,480878,4,4,7,4,13,1,14,2,3,9,,"2,5",1,6.67
SI_573,2016-04-30,10:40:22,,,4,493324,5,5,7,6,11,12,1,15,3,7,,"10,2",1,1.562
SI_573,2016-04-30,10:40:34,,,4,505472,6,6,7,16,11,12,2,9,10,3,,"13,2",1,1.296
SI_573,2016-04-30,10:40:46,,,4,517734,7,7,7,3,12,14,15,16,9,8,,"8,7",1,1.411
SI_573,2016-04-30,10:40:59,,,4,530613,8,8,7,7,4,11,12,8,6,13,,"13,7",0,2.04
SI_573,2016-04-30,10:41:11,,,4,543715,9,9,7,2,10,1,12,15,6,5,,"1,3",0,2.253
SI_573,2016-04-30,10:41:25,,,4,555865,10,10,7,4,11,2,15,8,10,9,,"12,2",1,1.304
