id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_279,2016-05-09,05:33:04,,,5,532301,1,1,7,16,5,3,14,4,6,8,,"3,2",1,1.177
SI_279,2016-05-09,05:33:16,,,5,544430,2,2,7,13,4,2,12,3,8,6,,"8,6",1,1.281
SI_279,2016-05-09,05:33:28,,,5,559029,3,3,7,4,7,10,3,8,12,9,,"12,6",1,3.734
SI_279,2016-05-09,05:33:43,,,5,571346,4,4,7,5,7,10,14,1,2,9,,"6,4",1,1.471
SI_279,2016-05-09,05:33:55,,,5,583913,5,5,7,14,5,7,10,12,8,6,,"16,5",1,1.716
SI_279,2016-05-09,05:34:08,,,5,596146,6,6,7,10,3,12,1,13,16,15,,"3,2",0,1.383
SI_279,2016-05-09,05:34:20,,,5,610063,7,7,7,14,1,4,5,2,10,9,,"9,7",1,3.067
SI_279,2016-05-09,05:34:34,,,5,622396,8,8,7,13,9,7,3,4,2,5,,"3,4",0,1.476
SI_279,2016-05-09,05:34:46,,,5,634521,9,9,7,16,1,9,3,13,12,11,,"1,5",1,1.269
SI_279,2016-05-09,05:34:58,,,5,646670,10,10,7,2,4,10,12,9,7,13,,"4,2",1,1.293
