id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_239,2016-02-06,07:00:37,1454738437759,2,141517,1,1,7,12,11,14,7,16,2,5,,"14,2",1,2.176
SI_239,2016-02-06,07:00:50,1454738437759,2,154053,2,2,7,15,10,6,7,1,4,11,,"16,5",1,1.693
SI_239,2016-02-06,07:01:03,1454738437759,2,167034,3,3,7,4,5,6,13,9,7,2,,"2,7",1,2.138
SI_239,2016-02-06,07:01:16,1454738437759,2,179549,4,4,7,15,16,8,10,1,7,5,,"15,1",0,1.671
SI_239,2016-02-06,07:01:28,1454738437759,2,192782,5,5,7,10,3,13,16,6,7,5,,"3,2",1,2.385
SI_239,2016-02-06,07:01:42,1454738437759,2,207908,6,6,7,10,14,8,3,6,13,9,,"3,4",1,4.283
SI_239,2016-02-06,07:01:57,1454738437759,2,222945,7,7,7,15,6,5,8,13,9,11,,"15,1",0,4.184
SI_239,2016-02-06,07:02:12,1454738437759,2,237027,8,8,7,2,5,8,7,15,10,12,,"5,2",0,3.242
SI_239,2016-02-06,07:02:26,1454738437759,2,249706,9,9,7,13,10,4,6,12,1,7,,"1,6",1,1.837
SI_239,2016-02-06,07:02:38,1454738437759,2,264924,10,10,7,6,11,16,8,4,9,10,,"4,6",1,4.37
