id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_263,2016-03-30,10:29:09,,,1,18835,1,1,7,3,16,9,2,7,5,8,,"7,6",1,2.348
SI_263,2016-03-30,10:29:22,,,1,31522,2,2,7,5,11,8,10,9,7,4,,"1,4",1,1.846
SI_263,2016-03-30,10:29:35,,,1,43734,3,3,7,6,12,5,4,15,8,3,,"6,1",1,1.375
SI_263,2016-03-30,10:29:47,,,1,58852,4,4,7,2,5,1,16,7,13,15,,"7,6",0,4.284
SI_263,2016-03-30,10:30:02,,,1,75237,5,5,7,1,9,13,6,10,15,12,,"10,5",0,5.527
SI_263,2016-03-30,10:30:18,,,1,88849,6,6,7,5,9,15,2,8,16,4,,"8,5",0,2.773
SI_263,2016-03-30,10:30:32,,,1,101405,7,7,7,16,15,6,3,5,2,11,,"6,6",0,1.717
SI_263,2016-03-30,10:30:44,,,1,114239,8,8,7,1,7,9,10,3,11,16,,"7,2",0,1.999
SI_263,2016-03-30,10:30:57,,,1,126624,9,9,7,3,6,16,10,4,11,12,,"14,5",1,1.549
SI_263,2016-03-30,10:31:10,,,1,140459,10,10,7,8,6,2,3,13,15,9,,"15,6",1,2.996
