id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_293,2016-04-21,20:40:20,,,4,435158,1,1,7,7,5,12,3,6,10,4,,"4,7",1,2.301
SI_293,2016-04-21,20:40:34,,,4,448357,2,2,7,8,9,3,4,14,6,15,,"10,5",0,1.993
SI_293,2016-04-21,20:40:47,,,4,464296,3,3,7,11,9,1,16,10,8,7,,"16,6",1,4.8
SI_293,2016-04-21,20:41:03,,,4,477103,4,4,7,5,13,2,12,15,3,6,,"3,6",1,1.699
SI_293,2016-04-21,20:41:16,,,4,489873,5,5,7,15,13,1,10,9,2,14,,"7,4",1,1.704
SI_293,2016-04-21,20:41:28,,,4,502620,6,6,7,5,2,1,9,3,7,14,,"1,3",1,1.632
SI_293,2016-04-21,20:41:41,,,4,515876,7,7,7,7,10,16,4,2,11,8,,"2,4",1,2.055
SI_293,2016-04-21,20:41:54,,,4,529086,8,8,7,11,4,16,15,13,2,7,,"7,7",0,2.209
SI_293,2016-04-21,20:42:08,,,4,542311,9,9,7,10,3,15,14,9,13,12,,"9,5",0,2.06
SI_293,2016-04-21,20:42:21,,,4,566624,10,10,7,15,6,8,16,1,11,5,,"6,2",0,13.177
