id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_265,2016-03-09,15:33:38,,,2,161752,1,1,7,12,7,4,10,15,6,3,,"1,6",1,1.991
SI_265,2016-03-09,15:33:51,,,2,174348,2,2,7,5,12,7,13,4,11,8,,"7,3",1,1.746
SI_265,2016-03-09,15:34:03,,,2,187115,3,3,7,3,16,4,5,2,7,8,,"8,7",1,1.922
SI_265,2016-03-09,15:34:16,,,2,201765,4,4,7,13,3,6,8,10,12,1,,"16,6",1,3.791
SI_265,2016-03-09,15:34:31,,,2,214685,5,5,7,1,7,13,11,12,6,15,,"11,7",1,2.074
SI_265,2016-03-09,15:34:44,,,2,227232,6,6,7,11,2,3,1,12,15,8,,"16,2",1,1.701
SI_265,2016-03-09,15:34:56,,,2,240232,7,7,7,6,16,10,5,11,12,14,,"16,2",1,2.156
SI_265,2016-03-09,15:35:09,,,2,252715,8,8,7,16,10,6,7,8,14,3,,"10,1",1,1.637
SI_265,2016-03-09,15:35:22,,,2,265015,9,9,7,7,15,3,2,5,8,16,,"13,2",1,1.453
SI_265,2016-03-09,15:35:34,,,2,277732,10,10,7,6,12,8,11,3,9,15,,"12,2",1,1.874
