id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_152,2015-06-10,22:38:54,1433968734148,5,565289,1,1,7,1,11,13,7,14,12,9,,"13,5",1,4.13
SI_152,2015-06-10,22:39:09,1433968734148,5,580725,2,2,7,4,8,1,9,10,15,6,,"10,5",1,4.571
SI_152,2015-06-10,22:39:24,1433968734148,5,595090,3,3,7,12,1,3,10,4,13,9,,"3,3",1,3.503
SI_152,2015-06-10,22:39:38,1433968734148,5,607444,4,4,7,10,5,15,16,9,13,4,,"16,7",1,1.494
SI_152,2015-06-10,22:39:51,1433968734148,5,620273,5,5,7,14,3,15,9,1,11,2,,"11,2",1,1.967
SI_152,2015-06-10,22:40:04,1433968734148,5,637769,6,6,7,7,4,9,15,1,6,5,,"10,6",1,6.635
SI_152,2015-06-10,22:40:21,1433968734148,5,656735,7,7,7,2,8,10,9,5,11,13,,"3,1",0,8.102
SI_152,2015-06-10,22:40:40,1433968734148,5,669316,8,8,7,1,2,14,16,11,8,6,,"3,6",1,1.716
SI_152,2015-06-10,22:40:53,1433968734148,5,682208,9,9,7,8,15,9,3,7,13,10,,"1,7",1,2.031
SI_152,2015-06-10,22:41:06,1433968734148,5,694344,10,10,7,14,9,10,16,5,15,2,,"14,1",1,1.248
