id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_263,2016-03-29,20:42:41,,,3,325110,1,1,7,15,7,4,11,2,5,10,,"5,6",1,3.618
SI_263,2016-03-29,20:42:56,,,3,338525,2,2,7,12,14,1,16,13,11,4,,"16,5",1,2.573
SI_263,2016-03-29,20:43:09,,,3,351927,3,3,7,6,15,14,9,4,1,13,,"14,3",0,2.561
SI_263,2016-03-29,20:43:22,,,3,364209,4,4,7,12,15,14,3,5,16,7,,"15,2",1,1.446
SI_263,2016-03-29,20:43:35,,,3,377727,5,5,7,4,11,13,15,14,5,16,,"10,5",1,2.679
SI_263,2016-03-29,20:43:48,,,3,391368,6,6,7,8,5,2,14,4,7,11,,"11,4",1,2.802
SI_263,2016-03-29,20:44:02,,,3,403680,7,7,7,4,1,9,3,8,13,15,,"4,1",1,1.473
SI_263,2016-03-29,20:44:14,,,3,415747,8,8,7,9,6,4,13,7,5,8,,"9,1",1,1.227
SI_263,2016-03-29,20:44:26,,,3,429882,9,9,7,5,11,8,15,2,10,12,,"10,6",1,3.3
SI_263,2016-03-29,20:44:40,,,3,444804,10,10,7,11,3,9,13,12,8,16,,"8,6",1,4.087
