id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_258,2016-03-01,15:21:42,,,4,406633,1,1,7,5,8,15,9,1,16,13,,"2,3",1,2.295
SI_258,2016-03-01,15:21:55,,,4,418905,2,2,7,1,8,7,16,4,2,13,,"7,7",1,1.435
SI_258,2016-03-01,15:22:07,,,4,431456,3,3,7,14,4,5,12,13,3,1,,"3,6",1,1.716
SI_258,2016-03-01,15:22:20,,,4,443491,4,4,7,3,4,9,2,8,13,6,,"13,2",1,1.192
SI_258,2016-03-01,15:22:32,,,4,455347,5,5,7,15,8,4,7,14,16,10,,"1,2",1,1.022
SI_258,2016-03-01,15:22:44,,,4,467160,6,6,7,13,10,9,5,7,15,3,,"9,7",1,0.976
SI_258,2016-03-01,15:22:55,,,4,484225,7,7,7,6,2,12,9,1,11,8,,"12,3",0,6.228
SI_258,2016-03-01,15:23:12,,,4,497559,8,8,7,9,4,5,13,15,6,14,,"4,2",0,2.499
SI_258,2016-03-01,15:23:26,,,4,512760,9,9,7,4,1,7,3,6,8,9,,"7,3",1,4.367
SI_258,2016-03-01,15:23:41,,,4,524846,10,10,7,16,8,5,14,4,12,6,,"11,7",1,1.252
