id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_270,2016-03-15,15:24:58,,,2,153765,1,1,7,4,2,1,7,10,11,8,,"7,4",0,0.941
SI_270,2016-03-15,15:25:10,,,2,165759,2,2,7,11,13,9,12,5,2,3,,"5,5",1,1.145
SI_270,2016-03-15,15:25:22,,,2,180186,3,3,7,1,9,14,3,15,6,2,,"13,1",0,3.581
SI_270,2016-03-15,15:25:36,,,2,192333,4,4,7,3,4,8,12,7,6,9,,"9,1",1,1.3
SI_270,2016-03-15,15:25:48,,,2,204656,5,5,7,8,6,3,11,4,7,15,,"7,3",1,1.482
SI_270,2016-03-15,15:26:01,,,2,216927,6,6,7,7,4,9,3,14,6,8,,"8,7",1,1.395
SI_270,2016-03-15,15:26:13,,,2,229007,7,7,7,1,6,11,2,5,15,8,,"8,7",0,1.193
SI_270,2016-03-15,15:26:25,,,2,242300,8,8,7,15,13,14,16,6,3,5,,"3,7",1,2.392
SI_270,2016-03-15,15:26:38,,,2,254269,9,9,7,9,11,4,3,12,13,15,,"8,5",0,1.092
SI_270,2016-03-15,15:26:50,,,2,266066,10,10,7,6,7,8,11,16,5,2,,"6,5",0,0.917
