id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_269,2016-03-14,20:46:44,,,3,300243,1,1,7,2,15,4,14,9,11,5,,"8,4",1,2.644
SI_269,2016-03-14,20:46:57,,,3,312454,2,2,7,11,2,12,16,5,7,10,,"1,4",1,1.359
SI_269,2016-03-14,20:47:09,,,3,326496,3,3,7,4,16,14,5,11,9,12,,"5,4",1,3.194
SI_269,2016-03-14,20:47:23,,,3,338502,4,4,7,13,3,7,14,6,11,15,,"1,3",1,1.136
SI_269,2016-03-14,20:47:35,,,3,352012,5,5,7,1,4,14,10,11,12,15,,"15,7",1,2.665
SI_269,2016-03-14,20:47:49,,,3,364146,6,6,7,12,5,1,13,11,15,4,,"14,4",1,1.288
SI_269,2016-03-14,20:48:01,,,3,377588,7,7,7,7,15,6,16,8,12,10,,"8,5",1,2.597
SI_269,2016-03-14,20:48:14,,,3,391096,8,8,7,16,9,12,14,1,8,4,,"1,5",0,2.661
SI_269,2016-03-14,20:48:28,,,3,403212,9,9,7,5,10,8,12,16,2,6,,"3,6",1,1.27
SI_269,2016-03-14,20:48:40,,,3,415687,10,10,7,3,1,6,5,4,2,11,,"3,2",1,1.631
