id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_112_Morgon,2015-03-10,07:30:49,1425969049114,3,303653,1,1,7,7,3,15,6,10,16,9,,"7,1",0,13.332
SI_112_Morgon,2015-03-10,07:31:13,1425969049114,3,317753,2,2,7,4,3,7,9,5,15,2,,"3,2",1,3.259
SI_112_Morgon,2015-03-10,07:31:27,1425969049114,3,331253,3,3,7,5,9,3,2,1,12,13,,"3,3",1,2.661
SI_112_Morgon,2015-03-10,07:31:40,1425969049114,3,352622,4,4,7,12,6,7,1,16,13,2,,"2,7",0,10.533
SI_112_Morgon,2015-03-10,07:32:02,1425969049114,3,364873,5,5,7,8,1,10,2,5,4,7,,"1,2",1,1.411
SI_112_Morgon,2015-03-10,07:32:14,1425969049114,3,376807,6,6,7,14,7,4,3,11,2,1,,"1,7",1,1.097
SI_112_Morgon,2015-03-10,07:32:26,1425969049114,3,389308,7,7,7,7,1,13,16,12,6,9,,"8,1",1,1.663
SI_112_Morgon,2015-03-10,07:32:38,1425969049114,3,401562,8,8,7,7,6,11,15,14,5,16,,"10,6",1,1.418
SI_112_Morgon,2015-03-10,07:32:51,1425969049114,3,413897,9,9,7,13,5,8,1,2,11,14,,"2,5",0,1.496
SI_112_Morgon,2015-03-10,07:33:03,1425969049114,3,428962,10,10,7,3,8,4,12,14,2,5,,"11,3",0,4.222
