id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_263,2016-03-30,14:55:18,,,4,507437,1,1,7,13,15,6,16,4,14,2,,"11,6",1,2.341
SI_263,2016-03-30,14:55:31,,,4,521784,2,2,7,5,2,7,14,16,4,12,,"14,4",1,3.509
SI_263,2016-03-30,14:55:45,,,4,534918,3,3,7,3,5,14,4,15,11,7,,"11,1",1,2.295
SI_263,2016-03-30,14:55:58,,,4,547584,4,4,7,6,16,1,14,13,2,12,,"6,1",1,1.833
SI_263,2016-03-30,14:56:11,,,4,560218,5,5,7,10,1,9,14,7,4,8,,"8,7",1,1.798
SI_263,2016-03-30,14:56:24,,,4,572832,6,6,7,16,14,10,11,6,13,9,,"11,6",0,1.778
SI_263,2016-03-30,14:56:36,,,4,585287,7,7,7,14,3,13,7,10,11,1,,"8,5",1,1.617
SI_263,2016-03-30,14:56:49,,,4,597375,8,8,7,9,14,12,10,6,15,8,,"16,2",0,1.247
SI_263,2016-03-30,14:57:01,,,4,609809,9,9,7,16,6,15,11,8,2,5,,"16,1",1,1.593
SI_263,2016-03-30,14:57:13,,,4,623824,10,10,7,10,4,5,12,8,1,15,,"16,4",0,3.169
