id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_147,2015-05-29,22:05:57,1432929957691,3,292684,1,1,7,5,2,1,6,12,3,15,,"1,5",1,3.004
SI_147,2015-05-29,22:06:11,1432929957691,3,307147,2,2,7,7,8,10,9,16,12,15,,"8,2",1,3.622
SI_147,2015-05-29,22:06:26,1432929957691,3,319830,3,3,7,13,9,2,8,12,5,11,,"9,2",1,1.83
SI_147,2015-05-29,22:06:38,1432929957691,3,333397,4,4,7,3,8,2,4,9,10,1,,"13,3",1,2.722
SI_147,2015-05-29,22:06:52,1432929957691,3,345901,5,5,7,11,6,2,13,4,16,14,,"2,4",1,1.663
SI_147,2015-05-29,22:07:04,1432929957691,3,357930,6,6,7,16,12,3,5,4,1,15,,"5,4",1,1.186
SI_147,2015-05-29,22:07:16,1432929957691,3,370513,7,7,7,11,8,3,7,4,14,2,,"11,1",0,1.74
SI_147,2015-05-29,22:07:29,1432929957691,3,382616,8,8,7,10,13,9,8,6,12,3,,"13,7",1,1.26
SI_147,2015-05-29,22:07:41,1432929957691,3,396663,9,9,7,9,14,12,10,15,8,2,,"8,6",0,3.204
SI_147,2015-05-29,22:07:55,1432929957691,3,408596,10,10,7,12,16,9,15,6,4,13,,"15,7",1,1.089
