id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
Sl_287,2016-05-21,10:36:02,,,2,163586,1,1,7,12,5,9,16,13,8,10,,"5,4",0,3.786
Sl_287,2016-05-21,10:36:17,,,2,178172,2,2,7,8,16,3,14,9,15,1,,"3,3",1,3.573
Sl_287,2016-05-21,10:36:32,,,2,191176,3,3,7,4,5,8,7,3,2,16,,"3,3",0,2.033
Sl_287,2016-05-21,10:36:45,,,2,204391,4,4,7,14,12,7,5,13,11,16,,"6,3",1,2.241
Sl_287,2016-05-21,10:36:58,,,2,216910,5,5,7,6,14,4,12,3,16,5,,"16,1",1,1.544
Sl_287,2016-05-21,10:37:10,,,2,229543,6,6,7,14,5,4,16,15,12,9,,"2,5",1,1.67
Sl_287,2016-05-21,10:37:23,,,2,241823,7,7,7,1,6,4,5,16,2,12,,"12,7",1,1.335
Sl_287,2016-05-21,10:37:35,,,2,256025,8,8,7,9,15,10,14,3,4,1,,"10,3",0,3.244
Sl_287,2016-05-21,10:37:50,,,2,271416,9,9,7,7,13,8,2,3,12,10,,"3,5",1,4.392
Sl_287,2016-05-21,10:38:05,,,2,283707,10,10,7,3,13,4,11,16,2,12,,"12,3",1,1.315
