id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_269,2016-03-15,15:02:30,,,4,395085,1,1,7,14,7,2,9,11,3,8,,"8,7",1,1.19
SI_269,2016-03-15,15:02:42,,,4,407114,2,2,7,11,8,12,14,4,1,15,,"14,4",1,1.182
SI_269,2016-03-15,15:02:54,,,4,419232,3,3,7,12,1,10,7,3,16,14,,"14,7",1,1.258
SI_269,2016-03-15,15:03:06,,,4,431487,4,4,7,4,2,13,12,5,9,11,,"5,5",0,1.398
SI_269,2016-03-15,15:03:18,,,4,443800,5,5,7,4,8,16,11,10,15,13,,"13,7",1,1.456
SI_269,2016-03-15,15:03:30,,,4,455664,6,6,7,6,15,7,1,4,12,3,,"12,3",1,0.999
SI_269,2016-03-15,15:03:42,,,4,467648,7,7,7,1,3,12,2,8,9,4,,"1,1",1,1.135
SI_269,2016-03-15,15:03:54,,,4,479382,8,8,7,9,14,16,12,2,4,8,,"6,7",1,0.888
SI_269,2016-03-15,15:04:06,,,4,492735,9,9,7,1,6,11,4,9,8,10,,"4,4",1,2.508
SI_269,2016-03-15,15:04:19,,,4,504499,10,10,7,13,2,5,12,1,9,16,,"3,6",1,0.914
