id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_288,2016-05-21,05:29:55,,,5,588341,1,1,7,4,13,11,9,12,2,10,,"7,7",1,1.591
SI_288,2016-05-21,05:30:08,,,5,600857,2,2,7,9,1,16,6,11,3,7,,"11,5",1,1.64
SI_288,2016-05-21,05:30:20,,,5,613324,3,3,7,1,10,2,4,3,11,6,,"6,2",0,1.58
SI_288,2016-05-21,05:30:33,,,5,626177,4,4,7,2,10,14,12,6,3,4,,"3,1",1,1.958
SI_288,2016-05-21,05:30:45,,,5,640070,5,5,7,9,11,6,12,16,7,1,,"3,3",1,3.002
SI_288,2016-05-21,05:30:59,,,5,652767,6,6,7,4,12,15,6,13,1,5,,"13,5",0,1.813
SI_288,2016-05-21,05:31:12,,,5,665276,7,7,7,4,10,3,15,16,9,5,,"10,2",1,1.602
SI_288,2016-05-21,05:31:24,,,5,677856,8,8,7,13,3,14,5,16,2,7,,"3,2",0,1.701
SI_288,2016-05-21,05:31:37,,,5,690840,9,9,7,4,12,13,3,11,7,15,,"16,2",0,2.091
SI_288,2016-05-21,05:31:50,,,5,703395,10,10,7,2,3,1,12,5,11,6,,"11,6",1,1.678
