id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_249,2016-03-02,21:17:15,,,2,176007,1,1,7,16,4,13,10,8,2,5,,"16,1",1,1.352
SI_249,2016-03-02,21:17:28,,,2,189709,2,2,7,14,8,5,1,7,15,13,,"7,5",1,2.773
SI_249,2016-03-02,21:17:41,,,2,204097,3,3,7,16,11,4,8,12,9,3,,"13,1",0,3.342
SI_249,2016-03-02,21:17:56,,,2,219364,4,4,7,5,8,14,15,1,16,6,,"13,6",1,4.317
SI_249,2016-03-02,21:18:11,,,2,232497,5,5,7,16,9,3,2,7,6,10,,"6,4",1,2.181
SI_249,2016-03-02,21:18:24,,,2,245830,6,6,7,5,15,8,13,14,9,7,,"15,2",0,2.401
SI_249,2016-03-02,21:18:37,,,2,258495,7,7,7,9,7,11,14,16,6,1,,"16,5",1,1.624
SI_249,2016-03-02,21:18:50,,,2,271407,8,8,7,6,9,8,5,10,11,3,,"13,6",1,1.921
SI_249,2016-03-02,21:19:03,,,2,285064,9,9,7,8,7,2,15,12,3,11,,"12,2",1,2.712
SI_249,2016-03-02,21:19:17,,,2,298545,10,10,7,16,4,2,14,11,5,13,,"6,1",1,2.53
