id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_254,2016-02-03,12:31:32,1454499092623,2,155993,1,1,7,14,16,1,2,3,12,5,,"3,5",1,1.753
SI_254,2016-02-03,12:31:45,1454499092623,2,168363,2,2,7,5,11,3,4,12,15,7,,"4,4",1,1.387
SI_254,2016-02-03,12:31:57,1454499092623,2,180479,3,3,7,3,5,14,13,1,7,15,,"3,1",0,1.062
SI_254,2016-02-03,12:32:09,1454499092623,2,193398,4,4,7,10,7,4,1,5,12,9,,"11,3",1,1.944
SI_254,2016-02-03,12:32:22,1454499092623,2,205756,5,5,7,9,1,3,13,2,5,4,,"1,7",1,1.387
SI_254,2016-02-03,12:32:35,1454499092623,2,218261,6,6,7,14,10,3,1,13,12,5,,"10,1",1,1.542
SI_254,2016-02-03,12:32:47,1454499092623,2,230288,7,7,7,2,7,11,12,8,10,14,,"10,6",1,0.987
SI_254,2016-02-03,12:32:59,1454499092623,2,243906,8,8,7,9,6,8,11,7,2,5,,"6,2",0,2.657
SI_254,2016-02-03,12:33:13,1454499092623,2,256061,9,9,7,4,3,5,9,13,15,10,,"12,7",1,1.142
SI_254,2016-02-03,12:33:25,1454499092623,2,268120,10,10,7,3,10,5,15,7,14,16,,"7,5",0,1.072
