id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_293,2016-04-22,10:44:43,,,5,556208,1,1,7,3,6,12,1,10,9,16,,"7,2",0,2.358
SI_293,2016-04-22,10:44:56,,,5,568851,2,2,7,4,7,16,13,2,8,15,,"13,4",1,1.673
SI_293,2016-04-22,10:45:09,,,5,584510,3,3,7,8,16,6,3,7,13,1,,"15,2",1,4.629
SI_293,2016-04-22,10:45:25,,,5,597295,4,4,7,8,15,13,9,4,14,1,,"13,3",1,1.718
SI_293,2016-04-22,10:45:37,,,5,615772,5,5,7,16,12,10,2,11,7,3,,"16,1",1,7.533
SI_293,2016-04-22,10:45:56,,,5,628713,6,6,7,3,16,4,11,10,13,7,,"3,3",1,1.981
SI_293,2016-04-22,10:46:09,,,5,641441,7,7,7,1,11,4,10,14,7,6,,"3,3",0,1.733
SI_293,2016-04-22,10:46:22,,,5,654278,8,8,7,4,13,2,11,14,9,1,,"4,1",0,1.817
SI_293,2016-04-22,10:46:34,,,5,666580,9,9,7,6,4,11,13,16,8,2,,"13,4",1,1.353
SI_293,2016-04-22,10:46:47,,,5,679488,10,10,7,8,6,12,9,4,3,2,,"3,6",1,1.848
