id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_271,2016-04-14,05:28:40,,,1,17732,1,1,7,5,14,16,8,13,12,1,,"8,4",1,1.121
SI_271,2016-04-14,05:28:52,,,1,30312,2,2,7,7,14,1,13,11,9,3,,"9,3",0,1.605
SI_271,2016-04-14,05:29:05,,,1,43288,3,3,7,7,1,8,13,5,4,15,,"4,2",1,1.926
SI_271,2016-04-14,05:29:18,,,1,56221,4,4,7,12,5,8,16,1,4,14,,"16,4",0,2.028
SI_271,2016-04-14,05:29:31,,,1,68458,5,5,7,2,11,7,6,10,5,14,,"7,3",1,1.325
SI_271,2016-04-14,05:29:43,,,1,81319,6,6,7,16,3,5,9,12,11,2,,"16,1",1,1.807
SI_271,2016-04-14,05:29:56,,,1,93726,7,7,7,2,8,3,10,5,9,15,,"15,1",1,1.429
SI_271,2016-04-14,05:30:08,,,1,106282,8,8,7,4,5,7,1,9,12,16,,"5,2",0,1.642
SI_271,2016-04-14,05:30:21,,,1,118625,9,9,7,9,3,5,8,4,15,12,,"3,2",1,1.308
SI_271,2016-04-14,05:30:33,,,1,136973,10,10,7,5,15,16,4,11,8,6,,"16,4",1,7.298
