id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_258,2016-03-01,08:25:27,,,2,156711,1,1,7,8,12,14,1,4,2,7,,"5,5",1,1.611
SI_258,2016-03-01,08:25:40,,,2,169093,2,2,7,5,6,8,10,13,2,15,,"14,3",1,1.542
SI_258,2016-03-01,08:25:52,,,2,181333,3,3,7,3,8,5,9,15,11,1,,"13,1",1,1.398
SI_258,2016-03-01,08:26:05,,,2,193274,4,4,7,2,12,11,13,10,9,6,,"2,1",1,1.097
SI_258,2016-03-01,08:26:17,,,2,205745,5,5,7,1,9,4,3,16,6,12,,"6,6",1,1.638
SI_258,2016-03-01,08:26:29,,,2,217806,6,6,7,12,13,11,5,7,8,10,,"8,6",1,1.221
SI_258,2016-03-01,08:26:41,,,2,230070,7,7,7,14,12,1,2,15,6,10,,"16,5",1,1.427
SI_258,2016-03-01,08:26:53,,,2,241963,8,8,7,3,12,1,8,14,16,6,,"6,7",1,1.057
SI_258,2016-03-01,08:27:05,,,2,254598,9,9,7,15,12,2,16,7,1,13,,"4,6",1,1.799
SI_258,2016-03-01,08:27:18,,,2,267531,10,10,7,7,4,10,14,9,13,11,,"11,4",1,2.094
