id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_286,2016-05-03,20:36:32,,,1,17872,1,1,7,4,13,5,8,6,10,16,,"15,6",1,1.355
SI_286,2016-05-03,20:36:44,,,1,32215,2,2,7,16,15,14,1,8,4,12,,"11,5",1,3.486
SI_286,2016-05-03,20:36:58,,,1,45681,3,3,7,14,1,10,16,3,2,15,,"3,5",1,2.586
SI_286,2016-05-03,20:37:12,,,1,60060,4,4,7,1,2,13,9,14,6,8,,"11,7",1,3.526
SI_286,2016-05-03,20:37:26,,,1,73621,5,5,7,12,11,10,13,1,8,9,,"1,5",1,2.689
SI_286,2016-05-03,20:37:40,,,1,87352,6,6,7,13,2,5,1,3,10,15,,"10,6",1,2.887
SI_286,2016-05-03,20:37:53,,,1,100528,7,7,7,8,16,5,1,6,11,9,,"5,3",1,2.309
SI_286,2016-05-03,20:38:07,,,1,113151,8,8,7,2,11,1,10,5,6,7,,"14,3",1,1.771
SI_286,2016-05-03,20:38:19,,,1,126127,9,9,7,13,10,4,6,7,2,3,,"7,5",1,2.124
SI_286,2016-05-03,20:38:32,,,1,138099,10,10,7,15,12,3,16,11,8,9,,"10,7",1,1.118
