id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_272,2016-04-14,10:39:20,,,3,276044,1,1,7,5,1,8,3,12,13,14,,"1,2",1,1.514
SI_272,2016-04-14,10:39:33,,,3,288023,2,2,7,3,16,9,15,8,6,2,,"6,6",1,1.011
SI_272,2016-04-14,10:39:45,,,3,301153,3,3,7,11,12,7,9,16,4,5,,"12,2",1,2.137
SI_272,2016-04-14,10:39:58,,,3,314508,4,4,7,12,14,1,10,11,16,5,,"1,2",1,2.389
SI_272,2016-04-14,10:40:11,,,3,326704,5,5,7,9,11,7,15,4,5,12,,"4,5",1,1.226
SI_272,2016-04-14,10:40:24,,,3,338870,6,6,7,7,9,1,10,16,13,14,,"11,7",1,1.175
SI_272,2016-04-14,10:40:36,,,3,351712,7,7,7,13,14,8,2,6,9,12,,"2,2",1,1.867
SI_272,2016-04-14,10:40:49,,,3,364989,8,8,7,7,13,15,16,2,14,9,,"7,7",1,2.284
SI_272,2016-04-14,10:41:02,,,3,382300,9,9,7,9,4,12,5,8,11,3,,"4,2",1,6.304
SI_272,2016-04-14,10:41:19,,,3,396120,10,10,7,12,4,11,10,1,13,14,,"7,1",0,2.8
