id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
Sl_198,2015-10-18,12:40:23,1445164823867,4,410273,1,1,7,1,8,4,15,11,5,12,,"9,4",1,4.49
Sl_198,2015-10-18,12:40:39,1445164823867,4,423703,2,2,7,13,14,9,16,3,10,8,,"11,1",1,2.572
Sl_198,2015-10-18,12:40:52,1445164823867,4,435926,3,3,7,2,6,11,5,4,16,13,,"6,3",1,1.368
Sl_198,2015-10-18,12:41:04,1445164823867,4,450039,4,4,7,6,5,11,10,14,3,16,,"10,4",1,3.267
Sl_198,2015-10-18,12:41:18,1445164823867,4,463526,5,5,7,2,1,16,11,9,6,7,,"1,2",0,2.642
Sl_198,2015-10-18,12:41:32,1445164823867,4,477519,6,6,7,2,16,10,4,5,6,7,,"9,5",1,3.143
Sl_198,2015-10-18,12:41:46,1445164823867,4,489986,7,7,7,14,9,4,1,15,12,5,,"12,6",1,1.623
Sl_198,2015-10-18,12:41:58,1445164823867,4,502841,8,8,7,5,15,11,14,9,10,1,,"10,6",1,2.013
Sl_198,2015-10-18,12:42:11,1445164823867,4,514950,9,9,7,5,15,8,11,6,7,12,,"5,1",1,1.271
Sl_198,2015-10-18,12:42:23,1445164823867,4,527617,10,10,7,1,6,12,9,2,3,7,,"14,2",1,1.829
