id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_285,2016-05-03,20:16:55,,,4,425364,1,1,7,13,10,14,16,7,3,6,,"6,7",1,2.072
SI_285,2016-05-03,20:17:08,,,4,437371,2,2,7,16,15,6,10,3,7,13,,"4,7",1,1.105
SI_285,2016-05-03,20:17:20,,,4,450588,3,3,7,6,11,1,4,5,12,16,,"11,2",1,2.334
SI_285,2016-05-03,20:17:33,,,4,464716,4,4,7,2,6,11,1,8,14,10,,"8,5",1,3.233
SI_285,2016-05-03,20:17:47,,,4,477131,5,5,7,12,14,1,4,11,3,2,,"1,3",1,1.546
SI_285,2016-05-03,20:18:00,,,4,489292,6,6,7,14,7,16,4,2,10,15,,"13,3",1,1.278
SI_285,2016-05-03,20:18:12,,,4,501534,7,7,7,13,7,15,6,10,9,5,,"11,7",1,1.364
SI_285,2016-05-03,20:18:24,,,4,513823,8,8,7,3,10,7,1,15,8,4,,"1,4",1,1.384
SI_285,2016-05-03,20:18:36,,,4,525912,9,9,7,6,4,3,15,14,7,12,,"3,3",1,1.194
SI_285,2016-05-03,20:18:49,,,4,538427,10,10,7,13,3,10,4,16,15,8,,"8,7",1,1.596
