id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_577,2016-05-10,10:36:46,,,5,541347,1,1,7,14,5,4,3,2,16,15,,"8,7",1,3.305
SI_577,2016-05-10,10:37:00,,,5,567454,2,2,7,7,16,14,3,11,13,6,,"15,1",1,15.254
SI_577,2016-05-10,10:37:26,,,5,581540,3,3,7,6,4,9,5,8,7,11,,"9,3",1,3.225
SI_577,2016-05-10,10:37:40,,,5,593886,4,4,7,9,1,11,7,12,13,10,,"16,2",1,1.498
SI_577,2016-05-10,10:37:53,,,5,606234,5,5,7,6,12,10,9,13,2,8,,"12,2",0,1.502
SI_577,2016-05-10,10:38:05,,,5,621136,6,6,7,7,5,12,13,3,9,11,,"2,4",1,4.044
SI_577,2016-05-10,10:38:20,,,5,642406,7,7,7,16,3,2,9,12,7,11,,"7,6",1,10.405
SI_577,2016-05-10,10:38:41,,,5,655215,8,8,7,8,3,2,5,11,13,15,,"11,1",1,1.943
SI_577,2016-05-10,10:38:54,,,5,668183,9,9,7,1,12,11,14,8,3,7,,"7,7",1,2.119
SI_577,2016-05-10,10:39:07,,,5,683088,10,10,7,15,10,16,6,1,5,4,,"15,1",0,4.053
