id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
Sl_198,2015-10-18,09:15:05,1445152505127,2,152952,1,1,7,14,9,13,11,2,4,15,,"9,2",1,1.632
Sl_198,2015-10-18,09:15:17,1445152505127,2,165196,2,2,7,16,10,4,5,2,7,6,,"10,2",1,1.397
Sl_198,2015-10-18,09:15:29,1445152505127,2,178862,3,3,7,6,4,2,16,5,14,13,,"10,3",1,2.813
Sl_198,2015-10-18,09:15:43,1445152505127,2,191017,4,4,7,9,1,13,4,5,16,6,,"5,5",0,1.313
Sl_198,2015-10-18,09:15:55,1445152505127,2,203696,5,5,7,2,3,10,11,14,6,8,,"15,5",1,1.837
Sl_198,2015-10-18,09:16:08,1445152505127,2,219258,6,6,7,11,1,4,14,7,2,8,,"4,3",1,4.721
Sl_198,2015-10-18,09:16:23,1445152505127,2,231692,7,7,7,13,3,14,12,2,16,9,,"16,3",1,1.588
Sl_198,2015-10-18,09:16:36,1445152505127,2,244023,8,8,7,6,11,5,2,15,1,14,,"2,4",0,1.488
Sl_198,2015-10-18,09:16:48,1445152505127,2,256449,9,9,7,10,15,14,16,9,11,3,,"10,1",1,1.584
Sl_198,2015-10-18,09:17:01,1445152505127,2,268973,10,10,7,16,15,14,2,9,1,4,,"14,3",1,1.682
