id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_269,2016-03-15,11:32:06,,,2,151459,1,1,7,11,12,10,14,13,5,8,,"2,3",1,1.044
SI_269,2016-03-15,11:32:18,,,2,163650,2,2,7,10,13,1,9,2,16,5,,"1,3",1,1.339
SI_269,2016-03-15,11:32:30,,,2,177606,3,3,7,2,9,12,1,13,15,14,,"12,3",0,3.11
SI_269,2016-03-15,11:32:44,,,2,189402,4,4,7,11,2,5,10,14,3,4,,"4,2",1,0.94
SI_269,2016-03-15,11:32:56,,,2,201279,5,5,7,14,8,2,6,11,9,10,,"5,7",1,1.029
SI_269,2016-03-15,11:33:08,,,2,213296,6,6,7,6,7,13,12,16,9,3,,"6,1",1,1.171
SI_269,2016-03-15,11:33:20,,,2,225297,7,7,7,1,16,6,10,13,11,8,,"11,6",0,1.152
SI_269,2016-03-15,11:33:32,,,2,237629,8,8,7,3,10,5,7,4,6,13,,"10,2",1,1.489
SI_269,2016-03-15,11:33:44,,,2,249679,9,9,7,13,10,16,3,11,14,5,,"11,5",1,1.199
SI_269,2016-03-15,11:33:57,,,2,261747,10,10,7,7,10,5,4,15,3,8,,"5,3",0,1.224
