id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_110_Kväll,2015-03-10,22:42:07,1426023727967,4,378817,1,1,7,11,14,1,10,4,3,12,,"15,1",1,2.513
SI_110_Kväll,2015-03-10,22:42:21,1426023727967,4,391186,2,2,7,7,11,14,9,13,15,10,,"9,4",1,1.317
SI_110_Kväll,2015-03-10,22:42:33,1426023727967,4,405167,3,3,7,12,10,4,13,11,7,9,,"6,7",1,2.925
SI_110_Kväll,2015-03-10,22:42:47,1426023727967,4,417727,4,4,7,4,6,7,3,12,15,14,,"14,7",1,1.529
SI_110_Kväll,2015-03-10,22:43:00,1426023727967,4,432070,5,5,7,2,13,4,3,15,7,14,,"7,6",1,3.254
SI_110_Kväll,2015-03-10,22:43:14,1426023727967,4,444648,6,6,7,14,7,8,4,6,2,10,,"16,4",1,1.466
SI_110_Kväll,2015-03-10,22:43:27,1426023727967,4,457465,7,7,7,3,11,2,13,4,8,6,,"3,7",0,1.758
SI_110_Kväll,2015-03-10,22:43:40,1426023727967,4,469777,8,8,7,14,13,10,6,3,12,16,,"7,7",1,1.251
SI_110_Kväll,2015-03-10,22:43:52,1426023727967,4,482369,9,9,7,4,5,15,13,11,6,10,,"13,4",0,1.502
SI_110_Kväll,2015-03-10,22:44:05,1426023727967,4,494893,10,10,7,8,7,6,3,15,1,11,,"11,7",1,1.429
