id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_294,2016-04-22,07:38:08,,,1,17858,1,1,7,10,13,5,16,1,12,9,,"4,7",1,1.308
SI_294,2016-04-22,07:38:21,,,1,30046,2,2,7,10,16,7,14,1,9,3,,"7,3",0,1.333
SI_294,2016-04-22,07:38:33,,,1,42652,3,3,7,11,15,16,13,1,4,9,,"15,2",0,1.757
SI_294,2016-04-22,07:38:45,,,1,54955,4,4,7,4,6,1,9,10,3,12,,"14,5",1,1.438
SI_294,2016-04-22,07:38:58,,,1,67234,5,5,7,7,1,8,16,13,12,9,,"8,1",1,1.426
SI_294,2016-04-22,07:39:10,,,1,79860,6,6,7,10,1,16,13,11,9,6,,"13,6",1,1.77
SI_294,2016-04-22,07:39:23,,,1,91825,7,7,7,7,4,2,14,8,9,6,,"13,7",1,1.118
SI_294,2016-04-22,07:39:35,,,1,103608,8,8,7,13,6,7,5,9,8,10,,"6,2",1,0.929
SI_294,2016-04-22,07:39:46,,,1,115698,9,9,7,9,11,6,3,13,1,15,,"3,6",1,1.235
SI_294,2016-04-22,07:39:58,,,1,130158,10,10,7,16,7,10,4,3,9,5,,"6,4",1,3.611
