id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_272,2016-04-14,14:54:41,,,1,18589,1,1,7,5,15,6,3,13,16,14,,"13,5",1,1.964
SI_272,2016-04-14,14:54:54,,,1,31130,2,2,7,1,5,9,2,4,11,16,,"6,7",1,1.56
SI_272,2016-04-14,14:55:06,,,1,43133,3,3,7,1,2,4,8,10,13,12,,"1,1",1,1.017
SI_272,2016-04-14,14:55:18,,,1,55300,4,4,7,7,2,10,15,4,12,6,,"2,2",1,1.178
SI_272,2016-04-14,14:55:30,,,1,68233,5,5,7,8,9,16,4,2,10,3,,"7,3",0,1.946
SI_272,2016-04-14,14:55:43,,,1,80472,6,6,7,8,14,4,6,1,13,2,,"6,4",1,1.25
SI_272,2016-04-14,14:55:55,,,1,92674,7,7,7,4,3,13,12,14,2,1,,"16,1",1,1.198
SI_272,2016-04-14,14:56:08,,,1,105128,8,8,7,10,13,8,4,11,3,12,,"4,4",1,1.47
SI_272,2016-04-14,14:56:20,,,1,117658,9,9,7,16,12,11,4,10,14,3,,"1,1",1,1.553
SI_272,2016-04-14,14:56:33,,,1,130658,10,10,7,14,12,2,6,4,11,9,,"13,1",1,2.005
