id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_294,2016-04-21,22:57:06,,,1,18377,1,1,7,7,4,16,1,12,2,5,,"12,5",1,1.865
SI_294,2016-04-21,22:57:18,,,1,30750,2,2,7,12,3,1,9,2,13,14,,"1,3",1,1.526
SI_294,2016-04-21,22:57:31,,,1,45223,3,3,7,9,5,6,14,15,11,8,,"8,7",0,3.625
SI_294,2016-04-21,22:57:45,,,1,57420,4,4,7,12,16,7,14,11,2,4,,"5,6",1,1.339
SI_294,2016-04-21,22:57:57,,,1,69419,5,5,7,6,15,4,9,12,10,5,,"9,4",1,1.152
SI_294,2016-04-21,22:58:09,,,1,81345,6,6,7,12,6,15,10,16,3,11,,"4,7",1,1.076
SI_294,2016-04-21,22:58:21,,,1,93146,7,7,7,11,16,12,8,4,14,9,,"9,7",1,0.957
SI_294,2016-04-21,22:58:33,,,1,105504,8,8,7,1,13,2,15,14,10,9,,"15,4",0,1.516
SI_294,2016-04-21,22:58:46,,,1,117907,9,9,7,7,10,13,14,6,11,4,,"4,7",1,1.557
SI_294,2016-04-21,22:58:58,,,1,130015,10,10,7,10,3,16,2,1,14,9,,"2,4",0,1.259
