id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_243,2016-04-28,20:30:26,,,1,19207,1,1,7,5,8,4,2,9,1,12,,"7,6",1,2.674
SI_243,2016-04-28,20:30:39,,,1,31790,2,2,7,3,11,10,12,13,15,2,,"2,7",1,1.737
SI_243,2016-04-28,20:30:52,,,1,45759,3,3,7,16,9,13,1,15,7,12,,"7,6",0,3.127
SI_243,2016-04-28,20:31:06,,,1,59563,4,4,7,13,6,16,1,10,14,4,,"1,4",1,2.933
SI_243,2016-04-28,20:31:20,,,1,71848,5,5,7,8,4,10,6,16,15,13,,"5,4",1,1.427
SI_243,2016-04-28,20:31:32,,,1,85730,6,6,7,10,13,7,4,12,5,8,,"5,6",1,3.033
SI_243,2016-04-28,20:31:46,,,1,98315,7,7,7,10,4,7,1,12,13,15,,"9,2",1,1.734
SI_243,2016-04-28,20:31:58,,,1,112116,8,8,7,1,13,9,11,8,2,7,,"11,4",1,2.951
SI_243,2016-04-28,20:32:12,,,1,125341,9,9,7,5,3,12,16,14,15,2,,"15,6",1,2.377
SI_243,2016-04-28,20:32:25,,,1,137589,10,10,7,5,2,7,10,8,15,1,,"15,5",1,1.382
