id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_266,2016-03-09,06:12:50,,,2,141661,1,1,7,7,5,1,14,11,13,8,,"11,6",0,1.88
SI_266,2016-03-09,06:13:03,,,2,154383,2,2,7,14,12,2,9,13,3,7,,"7,7",0,1.744
SI_266,2016-03-09,06:13:15,,,2,167832,3,3,7,6,2,5,14,1,7,10,,"5,3",1,2.474
SI_266,2016-03-09,06:13:29,,,2,180641,4,4,7,6,13,7,11,12,1,5,,"5,1",1,1.855
SI_266,2016-03-09,06:13:42,,,2,193184,5,5,7,1,11,4,6,15,9,14,,"15,5",0,1.564
SI_266,2016-03-09,06:13:54,,,2,206263,6,6,7,14,15,2,7,5,12,6,,"7,4",1,2.086
SI_266,2016-03-09,06:14:07,,,2,218594,7,7,7,2,5,3,10,6,14,7,,"14,6",0,1.351
SI_266,2016-03-09,06:14:20,,,2,232409,8,8,7,1,6,16,11,13,2,4,,"11,4",1,2.818
SI_266,2016-03-09,06:14:34,,,2,245645,9,9,7,10,4,15,12,1,13,6,,"13,2",1,2.229
SI_266,2016-03-09,06:14:47,,,2,258554,10,10,7,10,5,1,2,7,12,6,,"2,4",1,1.876
