id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_266,2016-03-08,21:54:45,,,5,561677,1,1,7,11,15,7,13,10,9,8,,"10,6",0,2.608
SI_266,2016-03-08,21:54:59,,,5,574717,2,2,7,6,3,5,7,8,12,10,,"5,3",1,2.044
SI_266,2016-03-08,21:55:12,,,5,590405,3,3,7,15,7,11,6,13,14,12,,"10,1",1,4.739
SI_266,2016-03-08,21:55:27,,,5,602664,4,4,7,9,16,11,10,7,5,2,,"4,5",1,1.284
SI_266,2016-03-08,21:55:40,,,5,614892,5,5,7,1,14,5,10,3,7,8,,"9,7",1,1.242
SI_266,2016-03-08,21:55:52,,,5,629180,6,6,7,10,9,3,12,2,15,7,,"6,6",1,3.317
SI_266,2016-03-08,21:56:06,,,5,641314,7,7,7,13,15,12,14,2,7,11,,"4,5",1,1.156
SI_266,2016-03-08,21:56:18,,,5,653674,8,8,7,6,14,10,5,15,1,12,,"12,2",1,1.344
SI_266,2016-03-08,21:56:31,,,5,665663,9,9,7,16,2,14,3,5,11,7,,"2,6",1,1.008
SI_266,2016-03-08,21:56:43,,,5,677968,10,10,7,11,9,3,4,15,5,7,,"3,3",0,1.283
