id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_289,2016-04-11,05:21:56,,,3,329160,1,1,7,13,6,16,4,10,11,8,,"9,2",1,2.99
SI_289,2016-04-11,05:22:10,,,3,343671,2,2,7,10,12,16,1,13,14,4,,"16,3",0,3.61
SI_289,2016-04-11,05:22:25,,,3,357427,3,3,7,10,11,2,15,13,14,6,,"5,7",1,2.859
SI_289,2016-04-11,05:22:38,,,3,371758,4,4,7,12,7,13,14,16,4,11,,"14,4",1,3.445
SI_289,2016-04-11,05:22:53,,,3,384498,5,5,7,2,8,9,14,1,10,7,,"7,7",1,1.845
SI_289,2016-04-11,05:23:05,,,3,398116,6,6,7,15,2,14,8,3,1,4,,"15,1",0,2.712
SI_289,2016-04-11,05:23:19,,,3,412965,7,7,7,11,5,8,16,15,14,3,,"12,3",0,3.937
SI_289,2016-04-11,05:23:34,,,3,425769,8,8,7,4,10,8,6,15,11,7,,"15,5",1,1.895
SI_289,2016-04-11,05:23:47,,,3,438454,9,9,7,16,12,6,10,9,4,15,,"6,6",0,1.798
SI_289,2016-04-11,05:23:59,,,3,451793,10,10,7,7,8,2,11,4,16,10,,"7,1",1,2.45
