id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_243,2016-04-29,14:48:41,,,2,137338,1,1,7,3,2,6,4,5,10,11,,"14,2",1,1.365
SI_243,2016-04-29,14:48:53,,,2,149634,2,2,7,2,3,7,11,15,16,8,,"10,6",1,1.436
SI_243,2016-04-29,14:49:06,,,2,163177,3,3,7,7,8,15,13,10,11,5,,"15,3",1,2.679
SI_243,2016-04-29,14:49:19,,,2,175441,4,4,7,2,13,1,3,16,15,12,,"12,7",1,1.408
SI_243,2016-04-29,14:49:31,,,2,187726,5,5,7,15,12,10,7,6,1,4,,"15,7",1,1.413
SI_243,2016-04-29,14:49:44,,,2,202034,6,6,7,14,12,4,15,16,5,10,,"10,1",0,3.461
SI_243,2016-04-29,14:49:58,,,2,216153,7,7,7,4,12,1,3,14,11,7,,"4,5",1,3.255
SI_243,2016-04-29,14:50:12,,,2,229178,8,8,7,9,3,7,1,5,4,15,,"10,4",1,2.15
SI_243,2016-04-29,14:50:25,,,2,243016,9,9,7,3,10,6,15,14,1,5,,"5,7",0,2.962
SI_243,2016-04-29,14:50:39,,,2,255711,10,10,7,9,14,11,13,6,7,5,,"13,4",1,1.834
