id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_276,2016-03-22,21:33:01,,,1,18335,1,1,7,1,14,4,12,2,6,3,,"4,3",1,1.748
SI_276,2016-03-22,21:33:14,,,1,30931,2,2,7,9,14,3,4,16,7,12,,"16,4",0,1.68
SI_276,2016-03-22,21:33:26,,,1,43079,3,3,7,2,9,16,7,12,5,15,,"2,1",1,1.235
SI_276,2016-03-22,21:33:38,,,1,55563,4,4,7,11,2,7,5,10,16,1,,"6,2",1,1.56
SI_276,2016-03-22,21:33:51,,,1,67739,5,5,7,5,8,2,3,16,15,6,,"3,1",1,1.265
SI_276,2016-03-22,21:34:03,,,1,79834,6,6,7,5,8,3,10,11,14,4,,"8,2",0,1.176
SI_276,2016-03-22,21:34:15,,,1,92146,7,7,7,3,8,10,14,9,12,13,,"7,4",1,1.379
SI_276,2016-03-22,21:34:27,,,1,104859,8,8,7,13,1,3,11,12,2,8,,"9,3",1,1.795
SI_276,2016-03-22,21:34:40,,,1,116979,9,9,7,12,4,13,11,6,7,3,,"4,1",0,1.218
SI_276,2016-03-22,21:34:52,,,1,129598,10,10,7,3,5,1,16,9,2,12,,"1,3",1,1.701
