id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_289,2016-04-11,10:31:51,,,1,19401,1,1,7,4,9,12,6,2,11,5,,"8,2",1,2.856
SI_289,2016-04-11,10:32:05,,,1,33716,2,2,7,5,8,12,15,13,3,2,,"12,3",0,3.435
SI_289,2016-04-11,10:32:19,,,1,46788,3,3,7,13,16,15,6,12,4,10,,"2,4",1,2.024
SI_289,2016-04-11,10:32:32,,,1,59951,4,4,7,7,11,14,1,12,10,5,,"11,1",0,2.249
SI_289,2016-04-11,10:32:46,,,1,73279,5,5,7,14,5,8,16,2,11,1,,"2,1",0,2.414
SI_289,2016-04-11,10:32:59,,,1,90543,6,6,7,1,7,5,10,8,3,4,,"13,4",0,6.36
SI_289,2016-04-11,10:33:16,,,1,104715,7,7,7,10,14,12,3,16,9,8,,"10,1",1,3.261
SI_289,2016-04-11,10:33:30,,,1,116931,8,8,7,2,12,5,13,10,16,7,,"2,1",1,1.34
SI_289,2016-04-11,10:33:43,,,1,131961,9,9,7,9,13,11,4,7,12,15,,"4,1",1,4.144
SI_289,2016-04-11,10:33:58,,,1,145137,10,10,7,3,4,9,14,7,1,13,,"15,6",0,2.268
