id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_433,2016-03-03,05:49:55,,,3,292047,1,1,7,13,10,16,7,2,3,4,,"7,4",1,3.109
SI_433,2016-03-03,05:50:09,,,3,305154,2,2,7,3,6,4,5,9,15,11,,"7,7",1,2.235
SI_433,2016-03-03,05:50:22,,,3,319278,3,3,7,15,4,8,3,11,7,2,,"7,6",0,3.275
SI_433,2016-03-03,05:50:36,,,3,331394,4,4,7,11,16,5,15,9,8,1,,"14,1",1,1.268
SI_433,2016-03-03,05:50:48,,,3,343396,5,5,7,1,16,15,5,10,11,13,,"4,1",1,1.155
SI_433,2016-03-03,05:51:00,,,3,359550,6,6,7,12,8,3,16,4,11,13,,"4,5",1,5.307
SI_433,2016-03-03,05:51:16,,,3,372083,7,7,7,13,3,6,11,14,10,5,,"16,7",1,1.686
SI_433,2016-03-03,05:51:29,,,3,386033,8,8,7,6,11,13,1,15,7,5,,"6,5",1,3.102
SI_433,2016-03-03,05:51:43,,,3,399021,9,9,7,10,4,14,7,12,11,2,,"7,4",1,2.134
SI_433,2016-03-03,05:51:56,,,3,415538,10,10,7,5,14,7,3,4,15,13,,"15,6",0,5.67
