id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_293,2016-04-22,14:27:30,,,5,576124,1,1,7,13,12,8,10,11,5,3,,"12,2",0,1.725
SI_293,2016-04-22,14:27:43,,,5,589297,2,2,7,14,7,5,10,1,3,15,,"14,1",0,2.228
SI_293,2016-04-22,14:27:56,,,5,601913,3,3,7,12,1,6,7,8,11,13,,"15,1",1,1.55
SI_293,2016-04-22,14:28:09,,,5,614449,4,4,7,7,8,15,4,1,5,6,,"4,4",1,1.331
SI_293,2016-04-22,14:28:21,,,5,627612,5,5,7,5,15,1,3,12,11,6,,"15,2",0,2.175
SI_293,2016-04-22,14:28:34,,,5,640100,6,6,7,15,13,8,16,14,11,5,,"8,3",0,1.349
SI_293,2016-04-22,14:28:47,,,5,652829,7,7,7,6,3,9,4,13,15,1,,"9,4",0,1.748
SI_293,2016-04-22,14:29:00,,,5,665398,8,8,7,3,4,10,8,16,13,6,,"8,7",1,1.487
SI_293,2016-04-22,14:29:12,,,5,677714,9,9,7,6,16,3,4,1,7,2,,"1,5",1,1.381
SI_293,2016-04-22,14:29:25,,,5,690208,10,10,7,2,10,9,1,3,6,5,,"10,4",1,1.481
