id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
Sl_203,2015-10-27,16:31:43,1445959903056,1,18034,1,1,7,1,3,4,8,5,7,13,,"6,7",1,1.534
Sl_203,2015-10-27,16:31:55,1445959903056,1,32419,2,2,7,7,11,1,14,3,5,10,,"8,7",1,3.536
Sl_203,2015-10-27,16:32:09,1445959903056,1,45238,3,3,7,6,14,15,7,8,5,4,,"2,7",1,1.977
Sl_203,2015-10-27,16:32:22,1445959903056,1,59352,4,4,7,14,16,15,9,6,4,12,,"9,3",0,3.271
Sl_203,2015-10-27,16:32:36,1445959903056,1,71992,5,5,7,1,14,7,15,3,12,9,,"9,7",1,1.801
Sl_203,2015-10-27,16:32:49,1445959903056,1,84523,6,6,7,14,2,11,10,9,13,15,,"13,6",1,1.682
Sl_203,2015-10-27,16:33:01,1445959903056,1,96892,7,7,7,11,6,7,15,9,16,10,,"4,5",1,1.532
Sl_203,2015-10-27,16:33:14,1445959903056,1,110123,8,8,7,4,11,13,16,7,14,3,,"8,3",1,2.388
Sl_203,2015-10-27,16:33:27,1445959903056,1,123042,9,9,7,1,15,8,2,3,5,9,,"1,1",1,2.084
Sl_203,2015-10-27,16:33:40,1445959903056,1,135931,10,10,7,3,8,14,15,1,7,6,,"8,2",1,2.053
