id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_577,2016-05-10,14:18:15,,,4,399543,1,1,7,3,2,6,13,12,1,15,,"1,6",1,1.909
SI_577,2016-05-10,14:18:28,,,4,414102,2,2,7,7,5,3,8,10,11,13,,"5,4",1,3.691
SI_577,2016-05-10,14:18:43,,,4,426250,3,3,7,12,5,8,6,13,2,10,,"10,7",1,1.288
SI_577,2016-05-10,14:18:55,,,4,438715,4,4,7,13,7,10,11,6,1,2,,"13,1",1,1.616
SI_577,2016-05-10,14:19:07,,,4,451035,5,5,7,9,1,12,2,3,4,15,,"12,1",1,1.46
SI_577,2016-05-10,14:19:20,,,4,464322,6,6,7,16,13,11,15,2,10,3,,"13,2",1,1.761
SI_577,2016-05-10,14:19:33,,,4,477104,7,7,7,8,16,6,7,9,15,3,,"11,3",1,1.927
SI_577,2016-05-10,14:19:46,,,4,489689,8,8,7,15,9,7,4,2,5,16,,"12,5",1,1.738
SI_577,2016-05-10,14:19:58,,,4,502615,9,9,7,16,12,8,14,9,2,15,,"12,3",1,2.08
SI_577,2016-05-10,14:20:11,,,4,514602,10,10,7,5,4,16,2,12,14,13,,"4,1",1,1.139
