id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_149,2015-05-29,22:24:03,1432931043199,3,281333,1,1,7,1,16,12,3,7,10,13,,"7,5",1,5.363
SI_149,2015-05-29,22:24:19,1432931043199,3,294004,2,2,7,4,15,5,11,1,10,3,,"12,6",1,1.834
SI_149,2015-05-29,22:24:32,1432931043199,3,306160,3,3,7,9,16,12,14,8,1,6,,"9,1",1,1.321
SI_149,2015-05-29,22:24:44,1432931043199,3,320611,4,4,7,14,3,8,10,1,2,4,,"1,5",1,3.617
SI_149,2015-05-29,22:24:58,1432931043199,3,335972,5,5,7,4,10,7,15,12,6,1,,"12,5",0,4.521
SI_149,2015-05-29,22:25:14,1432931043199,3,349429,6,6,7,7,8,3,9,16,13,2,,"14,6",0,2.621
SI_149,2015-05-29,22:25:27,1432931043199,3,361679,7,7,7,5,16,15,10,13,14,7,,"16,2",1,1.414
SI_149,2015-05-29,22:25:39,1432931043199,3,376062,8,8,7,11,12,14,6,8,2,15,,"8,5",0,3.545
SI_149,2015-05-29,22:25:54,1432931043199,3,388173,9,9,7,13,16,5,4,10,11,6,,"6,6",1,1.268
SI_149,2015-05-29,22:26:06,1432931043199,3,400475,10,10,7,14,10,13,2,15,8,9,,"12,1",1,1.463
