id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_268,2016-03-14,15:33:11,,,4,430575,1,1,7,5,9,2,12,14,6,3,,"2,3",1,1.655
SI_268,2016-03-14,15:33:24,,,4,445619,2,2,7,2,4,7,15,9,12,6,,"6,7",1,4.202
SI_268,2016-03-14,15:33:39,,,4,458609,3,3,7,9,2,13,10,16,6,3,,"1,1",0,2.135
SI_268,2016-03-14,15:33:52,,,4,472613,4,4,7,11,13,16,9,1,10,2,,"15,3",1,3.16
SI_268,2016-03-14,15:34:06,,,4,490344,5,5,7,6,9,10,5,13,7,11,,"8,6",1,6.881
SI_268,2016-03-14,15:34:24,,,4,502463,6,6,7,16,8,9,4,11,6,3,,"9,7",1,1.273
SI_268,2016-03-14,15:34:36,,,4,521779,7,7,7,11,14,13,10,7,9,1,,"7,5",1,8.473
SI_268,2016-03-14,15:34:55,,,4,534838,8,8,7,10,13,4,2,12,5,16,,"8,3",1,2.202
SI_268,2016-03-14,15:35:08,,,4,550233,9,9,7,2,14,5,11,3,7,6,,"11,6",1,4.552
SI_268,2016-03-14,15:35:24,,,4,564715,10,10,7,11,9,1,13,16,7,5,,"16,5",1,3.632
